Gene stable ID	Gene stable ID version	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Source of gene name	NCBI gene ID	UniProtKB Gene Name ID	EntrezGene transcript name ID
ENSCAFG00000000781	ENSCAFG00000000781.5	1	53416762	53445813	C1H6orf118	VGNC Symbol	612397		
ENSCAFG00000002349	ENSCAFG00000002349.4	1	99401985	99404504	UBE2M	VGNC Symbol	484221		
ENSCAFG00000048457	ENSCAFG00000048457.1	1	53124461	53128342					
ENSCAFG00000000776	ENSCAFG00000000776.4	1	53007340	53007843					
ENSCAFG00000045220	ENSCAFG00000045220.1	1	52708012	52709308					
ENSCAFG00000040714	ENSCAFG00000040714.2	1	52602356	52617089					
ENSCAFG00000042593	ENSCAFG00000042593.1	1	52436655	52450472					
ENSCAFG00000036893	ENSCAFG00000036893.2	1	52341601	52355371					
ENSCAFG00000004403	ENSCAFG00000004403.4	1	109891223	109896711	SNRPD2	VGNC Symbol	100685983	F1PSI7	
ENSCAFG00000043717	ENSCAFG00000043717.1	1	52239144	52240768					
ENSCAFG00000000547	ENSCAFG00000000547.5	1	43138889	43149297	FBXO5	VGNC Symbol	612020	J9NYQ2	
ENSCAFG00000049658	ENSCAFG00000049658.1	1	52156919	52170512					
ENSCAFG00000000540	ENSCAFG00000000540.3	1	42968548	42969974					
ENSCAFG00000003895	ENSCAFG00000003895.3	1	107518058	107536873	HSD17B14	VGNC Symbol	476420	E2RRR2	
ENSCAFG00000000538	ENSCAFG00000000538.3	1	42941224	42950700	VIP	VGNC Symbol	484038	F1PE02	
ENSCAFG00000004911	ENSCAFG00000004911.5	1	112220511	112321672	POU2F2	VGNC Symbol	484478		
ENSCAFG00000000772	ENSCAFG00000000772.5	1	51800309	51952714	QKI	VGNC Symbol	606754		
ENSCAFG00000004398	ENSCAFG00000004398.4	1	109883356	109891056	QPCTL	VGNC Symbol	484437	E2RIL6	
ENSCAFG00000003424	ENSCAFG00000003424.3	1	42856230	42857582					
ENSCAFG00000004395	ENSCAFG00000004395.3	1	109875994	109877847	FBXO46	VGNC Symbol	612248	E2RJE8	
ENSCAFG00000031861	ENSCAFG00000031861.2	1	99383711	99397388	MZF1	VGNC Symbol	484220		
ENSCAFG00000003886	ENSCAFG00000003886.5	1	107492587	107517800	PLEKHA4	VGNC Symbol	484393		
ENSCAFG00000000535	ENSCAFG00000000535.4	1	42830099	42925680	MYCT1	VGNC Symbol	612005	J9NWC3	
ENSCAFG00000029398	ENSCAFG00000029398.2	1	109840173	109861205	BHMG1	HGNC Symbol			
ENSCAFG00000004394	ENSCAFG00000004394.4	1	109835577	109837921	SIX5	VGNC Symbol			
ENSCAFG00000000770	ENSCAFG00000000770.4	1	51202164	51717070	PACRG	HGNC Symbol	484071		
ENSCAFG00000005896	ENSCAFG00000005896.5	1	114461348	114579493	RYR1	VGNC Symbol	606491		
ENSCAFG00000021359	ENSCAFG00000021359.1	1	114453265	114453382	5S_rRNA	RFAM			
ENSCAFG00000005874	ENSCAFG00000005874.5	1	114444553	114461254	MAP4K1	VGNC Symbol	484527		
ENSCAFG00000005866	ENSCAFG00000005866.4	1	114433375	114443902	EIF3K	VGNC Symbol	476468	E2R4Y6	
ENSCAFG00000047498	ENSCAFG00000047498.1	1	50866599	50869016					
ENSCAFG00000046559	ENSCAFG00000046559.1	1	50369992	50373819					
ENSCAFG00000005681	ENSCAFG00000005681.3	1	114342521	114354482	CAPN12	HGNC Symbol			
ENSCAFG00000004392	ENSCAFG00000004392.4	1	109824597	109834976	DMPK	VGNC Symbol	484436	E2RJF1	
ENSCAFG00000024191	ENSCAFG00000024191.3	1	114322027	114324331			100686721	F1PPC2	
ENSCAFG00000023653	ENSCAFG00000023653.3	1	99381782	99383644			100856086		
ENSCAFG00000043368	ENSCAFG00000043368.1	1	99305544	99339050					
ENSCAFG00000004386	ENSCAFG00000004386.6	1	109816406	109823228	DMWD	HGNC Symbol			
ENSCAFG00000004383	ENSCAFG00000004383.5	1	109795580	109814590	RSPH6A	VGNC Symbol	476432	E2RJH9	
ENSCAFG00000046640	ENSCAFG00000046640.1	1	112215518	112219596					
ENSCAFG00000048644	ENSCAFG00000048644.1	1	112197580	112201780					
ENSCAFG00000044903	ENSCAFG00000044903.1	1	112177328	112211045					
ENSCAFG00000005776	ENSCAFG00000005776.5	1	114309693	114427991	ACTN4	VGNC Symbol	484526	E5Q8W7	
ENSCAFG00000005776	ENSCAFG00000005776.5	1	114309693	114427991	ACTN4	VGNC Symbol	100855989	E5Q8W7	
ENSCAFG00000004376	ENSCAFG00000004376.4	1	109758019	109795651	SYMPK	VGNC Symbol	476431	F1PSM3	
ENSCAFG00000003880	ENSCAFG00000003880.5	1	107486438	107489222	PPP1R15A	HGNC Symbol	476419		
ENSCAFG00000005673	ENSCAFG00000005673.4	1	114292736	114300497	LGALS4	VGNC Symbol	484521	E2R870	
ENSCAFG00000003878	ENSCAFG00000003878.4	1	107476955	107484765	TULP2	VGNC Symbol	484392		
ENSCAFG00000004363	ENSCAFG00000004363.3	1	109748926	109757006	FOXA3	VGNC Symbol	484434	E2RNB4	
ENSCAFG00000005661	ENSCAFG00000005661.4	1	114281803	114291209	ECH1	VGNC Symbol	484521	E2R921	
ENSCAFG00000003874	ENSCAFG00000003874.4	1	107454636	107476375	NUCB1	VGNC Symbol	484391	E2RSV9	
ENSCAFG00000004361	ENSCAFG00000004361.3	1	109738756	109740510	IRF2BP1	VGNC Symbol	484433	F1PR21	
ENSCAFG00000023848	ENSCAFG00000023848.4	1	109728192	109735402	MYPOP	VGNC Symbol	612218		
ENSCAFG00000004892	ENSCAFG00000004892.5	1	112148925	112163770	DEDD2	VGNC Symbol	613012	E2RK53	
ENSCAFG00000004891	ENSCAFG00000004891.4	1	112142061	112144184	ZNF526	VGNC Symbol	484477		
ENSCAFG00000044781	ENSCAFG00000044781.1	1	109727781	109729009					
ENSCAFG00000002346	ENSCAFG00000002346.4	1	99203170	99271067	MFSD14B	VGNC Symbol	476363	F1PLI9	
ENSCAFG00000031552	ENSCAFG00000031552.2	1	112117141	112124077	ERF	VGNC Symbol	100687937	J9NXI6	
ENSCAFG00000024541	ENSCAFG00000024541.1	1	109716699	109717115	NANOS2	VGNC Symbol	484432	E2RKB2	
ENSCAFG00000004359	ENSCAFG00000004359.5	1	109659184	109682902	NOVA2	VGNC Symbol			
ENSCAFG00000029327	ENSCAFG00000029327.2	1	99135445	99168310	ZNF484	VGNC Symbol	484217	J9NTW5	
ENSCAFG00000048661	ENSCAFG00000048661.1	1	99116295	99116440	U4	RFAM			
ENSCAFG00000028066	ENSCAFG00000028066.1	1	99047174	99047305	SNORA84	HGNC Symbol			
ENSCAFG00000005652	ENSCAFG00000005652.4	1	114267210	114278837	HNRNPL	VGNC Symbol	100855936	E2R944	
ENSCAFG00000005642	ENSCAFG00000005642.5	1	114236414	114241296	RINL	VGNC Symbol	484520		
ENSCAFG00000004357	ENSCAFG00000004357.5	1	109618771	109642612	CCDC61	VGNC Symbol	476430		
ENSCAFG00000032159	ENSCAFG00000032159.2	1	109618325	109618465	cfa-mir-769	miRBase	104795024		
ENSCAFG00000029461	ENSCAFG00000029461.2	1	109614437	109618242	PGLYRP1	VGNC Symbol	612209	J9NWJ0	
ENSCAFG00000000445	ENSCAFG00000000445.5	1	42384038	42823388	SYNE1	VGNC Symbol	484037		
ENSCAFG00000023855	ENSCAFG00000023855.2	1	109576505	109578146	IGFL3	HGNC Symbol	612207	E2QTE1	
ENSCAFG00000003869	ENSCAFG00000003869.4	1	107434323	107445107	DHDH	VGNC Symbol	403786	Q9TV68	
ENSCAFG00000002340	ENSCAFG00000002340.4	1	99045102	99113620	IARS	VGNC Symbol	484216	F1PLJ9	
ENSCAFG00000004882	ENSCAFG00000004882.5	1	112103825	112138559			484476		
ENSCAFG00000021098	ENSCAFG00000021098.1	1	109561622	109561730	U6	RFAM			
ENSCAFG00000004349	ENSCAFG00000004349.4	1	109554291	109555311					
ENSCAFG00000003867	ENSCAFG00000003867.5	1	107422424	107426464	BAX	VGNC Symbol	403523		
ENSCAFG00000003861	ENSCAFG00000003861.4	1	107418458	107419923	FTL	NCBI gene	477042	Q53VB8	FTL-201
ENSCAFG00000003858	ENSCAFG00000003858.4	1	107401114	107417122	GYS1	VGNC Symbol	611993		
ENSCAFG00000003844	ENSCAFG00000003844.5	1	107384342	107400505	RUVBL2	VGNC Symbol	476418		
ENSCAFG00000042576	ENSCAFG00000042576.1	1	109538754	109539421					
ENSCAFG00000041458	ENSCAFG00000041458.1	1	42107314	42111141					
ENSCAFG00000002324	ENSCAFG00000002324.4	1	99020291	99043442	NOL8	VGNC Symbol	100684289		
ENSCAFG00000030821	ENSCAFG00000030821.1	1	98969946	98970052	U6	RFAM			
ENSCAFG00000003840	ENSCAFG00000003840.4	1	107379342	107384028					
ENSCAFG00000002313	ENSCAFG00000002313.4	1	98939429	98957543	OGN	VGNC Symbol	610704		
ENSCAFG00000002309	ENSCAFG00000002309.4	1	98929274	98931219	OMD	VGNC Symbol	102154566	J9P319	
ENSCAFG00000003838	ENSCAFG00000003838.4	1	107371335	107376987	NTF4	VGNC Symbol	611987		
ENSCAFG00000003836	ENSCAFG00000003836.4	1	107367520	107371415	KCNA7	HGNC Symbol		J9NV20	
ENSCAFG00000003834	ENSCAFG00000003834.4	1	107332623	107336302	LIN7B	VGNC Symbol	476417	E2RT69	
ENSCAFG00000002307	ENSCAFG00000002307.4	1	98881690	98904945	ASPN	VGNC Symbol	610685	E2RBW8	
ENSCAFG00000007405	ENSCAFG00000007405.1	1	118778224	118778667	CEBPG	VGNC Symbol	100686458	E2RIW4	
ENSCAFG00000000430	ENSCAFG00000000430.4	1	42081969	42368544	ESR1	VGNC Symbol	403640		
ENSCAFG00000046016	ENSCAFG00000046016.1	1	107332061	107332449					
ENSCAFG00000003800	ENSCAFG00000003800.5	1	107319427	107331463	PPFIA3	VGNC Symbol			
ENSCAFG00000028138	ENSCAFG00000028138.1	1	107315690	107315796	U6	RFAM			
ENSCAFG00000002301	ENSCAFG00000002301.5	1	98832677	98864700	ECM2	VGNC Symbol	476361	E2RPH7	
ENSCAFG00000049909	ENSCAFG00000049909.1	1	107309319	107316745					
ENSCAFG00000000429	ENSCAFG00000000429.4	1	41858020	41932260	CCDC170	VGNC Symbol	476248	F1PGL3	
ENSCAFG00000005638	ENSCAFG00000005638.4	1	114224900	114234583	SIRT2	VGNC Symbol			
ENSCAFG00000003788	ENSCAFG00000003788.5	1	107304924	107308740	HRC	VGNC Symbol	484386		
ENSCAFG00000000425	ENSCAFG00000000425.4	1	41799868	41813766	ARMT1	VGNC Symbol	611986	E2QSJ2	
ENSCAFG00000044401	ENSCAFG00000044401.1	1	41777159	41777283	U4	RFAM			
ENSCAFG00000005634	ENSCAFG00000005634.6	1	114206534	114217644	NFKBIB	VGNC Symbol	484519	E2QUS5	
ENSCAFG00000000226	ENSCAFG00000000226.4	1	27695441	27791381	HBS1L	VGNC Symbol	476211	E2QZR6	
ENSCAFG00000045412	ENSCAFG00000045412.1	1	109479128	109504274	HIF3A	HGNC Symbol	476429		
ENSCAFG00000042209	ENSCAFG00000042209.1	1	114204033	114206199	CCER2	HGNC Symbol	100685415		
ENSCAFG00000000423	ENSCAFG00000000423.4	1	41755191	41799847	RMND1	VGNC Symbol	476247	F6V0X3	
ENSCAFG00000000221	ENSCAFG00000000221.5	1	27673024	27694868	ALDH8A1	VGNC Symbol	476210	E2QZS0	
ENSCAFG00000043403	ENSCAFG00000043403.1	1	27567163	27574352					
ENSCAFG00000022423	ENSCAFG00000022423.1	1	27248555	27248655	U6	RFAM			
ENSCAFG00000007377	ENSCAFG00000007377.4	1	118662626	118773153	PEPD	VGNC Symbol	476493		
ENSCAFG00000000422	ENSCAFG00000000422.4	1	41719239	41743392	ZBTB2	VGNC Symbol	484036		
ENSCAFG00000024350	ENSCAFG00000024350.3	1	98799939	99019334	CENPP	VGNC Symbol	476360		
ENSCAFG00000050037	ENSCAFG00000050037.1	1	118646485	118649505					
ENSCAFG00000043274	ENSCAFG00000043274.1	1	118579708	118589762					
ENSCAFG00000024101	ENSCAFG00000024101.3	1	118458625	118524104	CHST8	VGNC Symbol	484596	J9P3V8	
ENSCAFG00000002293	ENSCAFG00000002293.3	1	98759976	98800833	IPPK	VGNC Symbol	484215		
ENSCAFG00000004313	ENSCAFG00000004313.4	1	109454107	109467087	PPP5C	VGNC Symbol			
ENSCAFG00000000419	ENSCAFG00000000419.4	1	41614714	41709798	AKAP12	VGNC Symbol	476246	F1PGL8	
ENSCAFG00000004858	ENSCAFG00000004858.4	1	112082265	112105082	CIC	VGNC Symbol	484475		
ENSCAFG00000003746	ENSCAFG00000003746.5	1	107261756	107303346	TRPM4	VGNC Symbol	484385		
ENSCAFG00000024106	ENSCAFG00000024106.4	1	107244970	107256877					
ENSCAFG00000027736	ENSCAFG00000027736.1	1	107241811	107241914					
ENSCAFG00000015415	ENSCAFG00000015415.4	1	112073031	112075316	PRR19	VGNC Symbol	612449		
ENSCAFG00000005629	ENSCAFG00000005629.3	1	114192668	114202379			484518		
ENSCAFG00000042507	ENSCAFG00000042507.1	1	109401882	109406848					
ENSCAFG00000000413	ENSCAFG00000000413.4	1	41309419	41495216	MTHFD1L	HGNC Symbol	476245		
ENSCAFG00000002289	ENSCAFG00000002289.5	1	98697075	98734240	BICD2	VGNC Symbol	484214	J9P4D4	
ENSCAFG00000002289	ENSCAFG00000002289.5	1	98697075	98734240	BICD2	VGNC Symbol	484214	E2RPJ7	
ENSCAFG00000004834	ENSCAFG00000004834.4	1	112063551	112072244	TMEM145	HGNC Symbol			
ENSCAFG00000029417	ENSCAFG00000029417.2	1	109368936	109370228					
ENSCAFG00000007358	ENSCAFG00000007358.3	1	118422444	118434699	KCTD15	VGNC Symbol	484595	E2QXJ1	
ENSCAFG00000004297	ENSCAFG00000004297.3	1	109352047	109353612	CCDC8	VGNC Symbol	484430		
ENSCAFG00000033975	ENSCAFG00000033975.2	1	118356007	118420892					
ENSCAFG00000048267	ENSCAFG00000048267.1	1	109344240	109349498					
ENSCAFG00000044706	ENSCAFG00000044706.1	1	109330957	109350494					
ENSCAFG00000005623	ENSCAFG00000005623.2	1	114188996	114192410	MRPS12	VGNC Symbol	484517	E2RE10	
ENSCAFG00000002285	ENSCAFG00000002285.2	1	98678023	98678551					
ENSCAFG00000000769	ENSCAFG00000000769.4	1	49889005	51201764	PRKN	HGNC Symbol	612316		
ENSCAFG00000000217	ENSCAFG00000000217.5	1	27087361	27196521	SGK1	VGNC Symbol	403647	F1PA42	
ENSCAFG00000000217	ENSCAFG00000000217.5	1	27087361	27196521	SGK1	VGNC Symbol	403647	J9NWR6	
ENSCAFG00000024128	ENSCAFG00000024128.3	1	107149560	107220133			100856702	E2QRT2	
ENSCAFG00000028986	ENSCAFG00000028986.1	1	26952130	26952236	U6	RFAM			
ENSCAFG00000049378	ENSCAFG00000049378.1	1	118243151	118243904					
ENSCAFG00000005622	ENSCAFG00000005622.5	1	114161051	114188356	FBXO17	VGNC Symbol			
ENSCAFG00000002283	ENSCAFG00000002283.5	1	98625138	98648839	FGD3	VGNC Symbol	484213	J9P804	
ENSCAFG00000004847	ENSCAFG00000004847.4	1	112063074	112080873	PAFAH1B3	VGNC Symbol	476449		
ENSCAFG00000041622	ENSCAFG00000041622.1	1	118166348	118167411					
ENSCAFG00000000212	ENSCAFG00000000212.4	1	26911334	26994576	SLC2A12	VGNC Symbol	483994	F1PA43	
ENSCAFG00000000765	ENSCAFG00000000765.4	1	49709741	49837091	AGPAT4	VGNC Symbol	612306	F6Y4T4	
ENSCAFG00000041213	ENSCAFG00000041213.1	1	49643778	49643882	U2	RFAM			
ENSCAFG00000041867	ENSCAFG00000041867.1	1	98622011	98623207					
ENSCAFG00000049990	ENSCAFG00000049990.1	1	98603965	98604081	cfa-mir-8893	miRBase	104795025		
ENSCAFG00000000207	ENSCAFG00000000207.4	1	26899859	26936995	TBPL1	NCBI gene	476209		TBPL1-201
ENSCAFG00000004824	ENSCAFG00000004824.5	1	112021960	112024773	MEGF8	VGNC Symbol			
ENSCAFG00000002277	ENSCAFG00000002277.4	1	98600353	98613664	SUSD3	VGNC Symbol			
ENSCAFG00000000405	ENSCAFG00000000405.4	1	41072500	41295138	PLEKHG1	VGNC Symbol	484035		
ENSCAFG00000029151	ENSCAFG00000029151.2	1	109286155	109294391	CALM3	HGNC Symbol	476428	E2REK6	
ENSCAFG00000002275	ENSCAFG00000002275.4	1	98582380	98595040	CARD19	VGNC Symbol	100856030		
ENSCAFG00000047219	ENSCAFG00000047219.1	1	40919665	40920949					
ENSCAFG00000046963	ENSCAFG00000046963.1	1	107138306	107138827					
ENSCAFG00000000205	ENSCAFG00000000205.3	1	26856587	26859647	TCF21	VGNC Symbol	483993	J9PAD9	
ENSCAFG00000045187	ENSCAFG00000045187.1	1	26547063	26553545					
ENSCAFG00000004814	ENSCAFG00000004814.2	1	112014746	112015784	CNFN	VGNC Symbol	612443	E2R9T8	
ENSCAFG00000029855	ENSCAFG00000029855.1	1	26533018	26533124	U6	RFAM			
ENSCAFG00000004277	ENSCAFG00000004277.4	1	109274988	109277584	PTGIR	VGNC Symbol	484429		
ENSCAFG00000002270	ENSCAFG00000002270.4	1	98567680	98576657	NINJ1	VGNC Symbol	610587	F1PMB0	
ENSCAFG00000000404	ENSCAFG00000000404.4	1	40890435	40908439	IYD	VGNC Symbol	476244	E2R3F8	
ENSCAFG00000004275	ENSCAFG00000004275.4	1	109268056	109268453	GNG8	VGNC Symbol	106559760	F1PJE5	
ENSCAFG00000027597	ENSCAFG00000027597.1	1	40753146	40753352	U4	RFAM			
ENSCAFG00000004813	ENSCAFG00000004813.5	1	111988029	112006461	LIPE	VGNC Symbol	403607		
ENSCAFG00000030183	ENSCAFG00000030183.2	1	109248556	109255975	DACT3	VGNC Symbol			
ENSCAFG00000026914	ENSCAFG00000026914.2	1	109212667	109212773	U6	RFAM			
ENSCAFG00000007350	ENSCAFG00000007350.5	1	118063512	118117478	LSM14A	VGNC Symbol	476492	F1PPL2	
ENSCAFG00000000402	ENSCAFG00000000402.4	1	40710992	40795889	PPP1R14C	HGNC Symbol	611924		
ENSCAFG00000043475	ENSCAFG00000043475.1	1	40684537	40698607					
ENSCAFG00000043350	ENSCAFG00000043350.1	1	98504321	98533958					
ENSCAFG00000041487	ENSCAFG00000041487.1	1	40667730	40685429					
ENSCAFG00000000196	ENSCAFG00000000196.5	1	26272448	26514201	EYA4	VGNC Symbol	483991	J9P7Y5	
ENSCAFG00000004810	ENSCAFG00000004810.4	1	111970131	111986433	CXCL17	VGNC Symbol	111090090	E2R9V6	
ENSCAFG00000024310	ENSCAFG00000024310.3	1	114120638	114127100	FBXO27	VGNC Symbol	484515	E2RR90	
ENSCAFG00000002266	ENSCAFG00000002266.7	1	98454799	98493085	WNK2	VGNC Symbol			
ENSCAFG00000046472	ENSCAFG00000046472.1	1	40654415	40655327					
ENSCAFG00000003709	ENSCAFG00000003709.5	1	107128996	107136081	CD37	VGNC Symbol	484382	E2QRV9	
ENSCAFG00000046623	ENSCAFG00000046623.1	1	107121560	107121694	cfa-mir-8890	miRBase	104795023		
ENSCAFG00000048972	ENSCAFG00000048972.1	1	98402587	98409410					
ENSCAFG00000028377	ENSCAFG00000028377.1	1	40647633	40647732	U6	RFAM			
ENSCAFG00000044166	ENSCAFG00000044166.1	1	98382184	98383656					
ENSCAFG00000000399	ENSCAFG00000000399.4	1	40635631	40637298			100683099		
ENSCAFG00000030921	ENSCAFG00000030921.2	1	40605100	40605276	ATP5MD	VGNC Symbol			
ENSCAFG00000002261	ENSCAFG00000002261.4	1	98265855	98353296	FAM120A	VGNC Symbol	610549		
ENSCAFG00000045897	ENSCAFG00000045897.1	1	98255970	98258153					
ENSCAFG00000002253	ENSCAFG00000002253.5	1	98188826	98254411	PHF2	VGNC Symbol	484208	J9P6K3	
ENSCAFG00000044843	ENSCAFG00000044843.1	1	98150978	98153611					
ENSCAFG00000048395	ENSCAFG00000048395.1	1	98105690	98106257					
ENSCAFG00000046953	ENSCAFG00000046953.1	1	114115502	114118727					
ENSCAFG00000002237	ENSCAFG00000002237.3	1	98050515	98051104					
ENSCAFG00000041591	ENSCAFG00000041591.1	1	98041618	98046631					
ENSCAFG00000000760	ENSCAFG00000000760.5	1	49548274	49702289	MAP3K4	VGNC Symbol	476262		
ENSCAFG00000048211	ENSCAFG00000048211.1	1	26188156	26245031					
ENSCAFG00000042297	ENSCAFG00000042297.1	1	26145300	26175470					
ENSCAFG00000049054	ENSCAFG00000049054.1	1	122512574	122655671					
ENSCAFG00000041374	ENSCAFG00000041374.1	1	26133818	26136217					
ENSCAFG00000042919	ENSCAFG00000042919.1	1	122305301	122312518					
ENSCAFG00000027652	ENSCAFG00000027652.1	1	122413078	122413146	cfa-mir-578	miRBase	100886164		
ENSCAFG00000024105	ENSCAFG00000024105.3	1	40603320	40604921					
ENSCAFG00000049124	ENSCAFG00000049124.1	1	122154982	122158601					
ENSCAFG00000000193	ENSCAFG00000000193.4	1	26028944	26031093					
ENSCAFG00000041837	ENSCAFG00000041837.1	1	25971016	25977730					
ENSCAFG00000046512	ENSCAFG00000046512.1	1	49539910	49540152					
ENSCAFG00000047404	ENSCAFG00000047404.1	1	25952165	25970151					
ENSCAFG00000046190	ENSCAFG00000046190.1	1	25923624	25923775	U4	RFAM			
ENSCAFG00000047573	ENSCAFG00000047573.1	1	25920361	25947119					
ENSCAFG00000042249	ENSCAFG00000042249.1	1	25876743	25881010					
ENSCAFG00000002234	ENSCAFG00000002234.4	1	98036227	98039845	BARX1	VGNC Symbol	610486	E2RF36	
ENSCAFG00000028024	ENSCAFG00000028024.1	1	25843916	25844018	U6	RFAM			
ENSCAFG00000020852	ENSCAFG00000020852.1	1	25838794	25838923					
ENSCAFG00000007636	ENSCAFG00000007636.4	1	122035197	122037759	UQCRFS1	VGNC Symbol	476503	E2R1A6	
ENSCAFG00000027650	ENSCAFG00000027650.1	1	98006707	98006810	U6	RFAM			
ENSCAFG00000048665	ENSCAFG00000048665.1	1	121991684	121994148					
ENSCAFG00000026824	ENSCAFG00000026824.1	1	25838382	25838458	SNORD100	HGNC Symbol			
ENSCAFG00000025857	ENSCAFG00000025857.1	1	25837191	25837264	SNORD101	HGNC Symbol			
ENSCAFG00000046388	ENSCAFG00000046388.1	1	121881154	121883355					
ENSCAFG00000000190	ENSCAFG00000000190.4	1	25836500	25839146	RPS12	VGNC Symbol	476206	E2R4N7	
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	Q004B2	CEACAM1-209
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	Q004B2	CEACAM1-209
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	A1YV64	CEACAM1-209
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	A1YV64	CEACAM1-209
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	Q004B2	CEACAM1-210
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	Q004B2	CEACAM1-210
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	A1YV64	CEACAM1-210
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	A1YV64	CEACAM1-210
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	Q004B2	CEACAM1-205
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	Q004B2	CEACAM1-205
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	A1YV64	CEACAM1-205
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	A1YV64	CEACAM1-205
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	Q004B2	CEACAM1-204
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	Q004B2	CEACAM1-204
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	A1YV64	CEACAM1-204
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	A1YV64	CEACAM1-204
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	Q004B2	CEACAM1-206
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	Q004B2	CEACAM1-206
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	A1YV64	CEACAM1-206
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	A1YV64	CEACAM1-206
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	Q004B2	CEACAM1-207
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	Q004B2	CEACAM1-207
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	A1YV64	CEACAM1-207
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	A1YV64	CEACAM1-207
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	Q004B2	CEACAM1-208
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	Q004B2	CEACAM1-208
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	A1YV64	CEACAM1-208
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	A1YV64	CEACAM1-208
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	Q004B2	CEACAM1-203
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	Q004B2	CEACAM1-203
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	A1YV64	CEACAM1-203
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	A1YV64	CEACAM1-203
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	Q004B2	CEACAM1-202
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	Q004B2	CEACAM1-202
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	A1YV64	CEACAM1-202
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	A1YV64	CEACAM1-202
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	484473	Q004B2	CEACAM1-201
ENSCAFG00000014247	ENSCAFG00000014247.5	1	111745413	111917830	CEACAM1	NCBI gene	612435	Q004B2	CEACAM1-201
